Họ Tên,MSSV,Khoa,Ngành,Lớp,Môn học,thoi_gian_tu_hoc,chuyen_can,diem_qua_trinh,hoan_thanh_bai_tap,loai_mon_hoc,tai_lieu_on_tap,hinh_thuc_thi,tre_hoc_phi,ho_tro,tre_hoc,hoc_nhom,lam_them,co_kinh_nghiem
Huỳnh Thành Long,226A010695,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,57,11,2.8,45,Chuyên ngành,Không,Trắc nghiệm,Có,Không,77,Không,Có,Có
Phạm Thành Quân,226A010696,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,35,66,6.5,20,Chuyên ngành,Không,Tự luận,Có,Không,50,Có,Không,Có
Đặng Minh Khang,226A010697,Ngoại ngữ,Ngôn ngữ Trung,226A004,Pháp luật đại cương - Nhóm 2,24,22,2.5,65,Đại cương,Có,Tự luận,Không,Không,100,Có,Không,Không
Phạm Thành Nam,226A010698,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 2,64,100,8.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Nguyễn Thành Dũng,226A010699,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,45,100,9.5,90,Chuyên ngành,Có,Trắc nghiệm,Có,Có,0,Có,Không,Có
Bùi Văn Hải,226A010700,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,87,0,3.3,100,Chuyên ngành,Không,Tự luận,Có,Không,0,Có,Không,Không
Lê Quang Quân,226A010701,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,70,100,8.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Có
Đỗ Văn Cường,226A010702,Ngoại ngữ,Ngôn ngữ Trung,226A004,Toán cao cấp - Nhóm 2,13,41,8.5,70,Đại cương,Có,Tự luận,Không,Không,66,Không,Không,Không
Võ Quang Hải,226A010703,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,40,50,2.3,25,Chuyên ngành,Không,Tự luận,Có,Không,0,Có,Có,Không
Đặng Gia Hải,226A010704,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,87,100,9.3,100,Chuyên ngành,Có,Trắc nghiệm,Có,Có,16,Có,Có,Có
Trần Thái Cường,226A010705,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,78,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,25,Không,Không,Không
Huỳnh Quang Phúc,226A010706,Công nghệ thông tin,Công nghệ phần mềm,226A001,Toán cao cấp - Nhóm 2,1,0,7.3,50,Đại cương,Không,Tự luận,Không,Không,100,Có,Không,Không
Lê Văn Quân,226A010707,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,67,100,10.0,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,0,Có,Có,Có
Nguyễn Minh Quân,226A010708,Kỹ thuật điện,Điện dân dụng,226A005,Toán cao cấp - Nhóm 2,6,0,8.0,20,Đại cương,Có,Trắc nghiệm,Không,Không,22,Không,Có,Có
Đỗ Đức Tùng,226A010709,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,68,100,8.3,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Không,Không,Không
Hoàng Minh Hưng,226A010710,Kỹ thuật điện,Điện công nghiệp,226A005,Kỹ năng giao tiếp - Nhóm 2,43,100,5.8,90,Đại cương,Có,Trắc nghiệm,Không,Không,22,Không,Không,Có
Phạm Đức Sơn,226A010711,Công nghệ thông tin,Công nghệ phần mềm,226A001,Pháp luật đại cương - Nhóm 2,68,100,8.0,100,Đại cương,Có,Tự luận,Không,Không,16,Có,Có,Có
Đỗ Thành Vinh,226A010712,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,63,100,8.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Võ Gia Khang,226A010713,Công nghệ thông tin,An toàn thông tin,226A002,Mật mã học - Nhóm 1,74,66,7.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,11,Không,Có,Có
Phạm Anh Vinh,226A010714,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 2,63,100,10.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Không,Không,Có
Đặng Đức Nam,226A010715,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,56,0,8.5,50,Chuyên ngành,Có,Tự luận,Có,Có,58,Có,Có,Có
Lê Ngọc Tùng,226A010716,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 2,69,100,9.5,100,Đại cương,Có,Tự luận,Không,Không,25,Có,Có,Có
Lê Gia Vinh,226A010717,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,72,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,11,Có,Không,Không
Nguyễn Hữu Cường,226A010718,Cơ khí,Tự động hoá,226A005,Pháp luật đại cương - Nhóm 2,28,50,3.5,30,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Có
Đỗ Thành Long,226A010719,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,86,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Có,Không
Lê Thành Hưng,226A010720,Kỹ thuật điện,Điện công nghiệp,226A005,Vật lý đại cương - Nhóm 2,68,100,8.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,11,Không,Không,Có
Phạm Đức Khang,226A010721,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,78,100,9.3,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,25,Có,Có,Có
Phạm Quang Vinh,226A010722,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 2,70,100,8.5,100,Đại cương,Không,Tự luận,Không,Không,0,Có,Không,Có
Lê Quang Hưng,226A010723,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 2,10,0,9.0,45,Đại cương,Không,Tự luận,Không,Không,33,Không,Không,Không
Bùi Thành Long,226A010724,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 2,67,100,9.8,100,Đại cương,Không,Trắc nghiệm,Không,Không,11,Có,Có,Không
Nguyễn Minh Sơn,226A010725,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,21,16,6.8,20,Chuyên ngành,Có,Trắc nghiệm,Không,Không,50,Có,Có,Không
Huỳnh Minh Hải,226A010726,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,83,66,5.0,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Không,Có
Lê Đức Sơn,226A010727,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 2,99,0,5.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,83,Không,Không,Có
Bùi Quang Hải,226A010728,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 2,76,100,8.0,100,Đại cương,Có,Tự luận,Không,Không,22,Có,Có,Không
Bùi Thành Quân,226A010729,Cơ khí,Tự động hoá,226A005,Vật lý đại cương - Nhóm 2,8,25,1.3,20,Đại cương,Có,Trắc nghiệm,Không,Không,100,Có,Có,Không
Đặng Thành Dũng,226A010730,Công nghệ thông tin,An toàn thông tin,226A002,Vật lý đại cương - Nhóm 2,87,100,7.3,100,Đại cương,Có,Tự luận,Có,Có,0,Có,Có,Có
Trần Anh An,226A010731,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,80,100,8.8,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Có,Có
Hoàng Anh Hưng,226A010732,Cơ khí,Tự động hoá,226A005,Triết học Mác - Lênin - Nhóm 2,67,100,8.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Nguyễn Quang Long,226A010733,Ngoại ngữ,Ngôn ngữ Anh,226A003,Vật lý đại cương - Nhóm 2,25,11,7.5,65,Đại cương,Có,Trắc nghiệm,Không,Không,66,Không,Không,Có
Nguyễn Quang Vinh,226A010734,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,66,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Không,Có,Có
Hoàng Hữu Cường,226A010735,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 2,0,44,0.0,35,Đại cương,Có,Tự luận,Không,Không,33,Có,Không,Có
Hoàng Thái Sơn,226A010736,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 2,91,33,3.0,100,Đại cương,Có,Trắc nghiệm,Có,Không,77,Không,Không,Có
Hoàng Quang An,226A010737,Cơ khí,Chế tạo máy,226A005,Kỹ năng giao tiếp - Nhóm 2,84,83,8.0,100,Đại cương,Có,Tự luận,Không,Không,33,Có,Không,Có
Hoàng Ngọc Khang,226A010738,Ngoại ngữ,Ngôn ngữ Trung,226A004,Triết học Mác - Lênin - Nhóm 2,20,8,6.5,45,Đại cương,Có,Tự luận,Không,Không,50,Có,Không,Có
Nguyễn Thành Dũng,226A010739,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,83,100,8.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Bùi Gia Long,226A010740,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,72,100,9.0,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,22,Có,Có,Có
Lê Thành Dũng,226A010741,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 2,66,100,10.0,100,Đại cương,Không,Trắc nghiệm,Có,Không,16,Có,Không,Không
Trần Hữu An,226A010742,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,96,100,8.5,100,Chuyên ngành,Có,Tự luận,Có,Không,66,Có,Có,Có
Trần Minh Cường,226A010743,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 2,5,50,4.5,40,Đại cương,Không,Tự luận,Không,Không,100,Có,Có,Không
Phạm Ngọc Long,226A010744,Cơ khí,Tự động hoá,226A005,Vật lý đại cương - Nhóm 2,7,16,6.8,50,Đại cương,Có,Trắc nghiệm,Không,Không,100,Có,Có,Không
Huỳnh Văn Sơn,226A010745,Công nghệ thông tin,Công nghệ phần mềm,226A001,Toán cao cấp - Nhóm 2,88,100,8.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,22,Có,Không,Không
Bùi Hữu Hải,226A010746,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,64,100,9.8,100,Chuyên ngành,Không,Tự luận,Không,Không,8,Có,Có,Có
Lê Văn Cường,226A010747,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,67,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,25,Có,Có,Không
Võ Anh Khang,226A010748,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,3,33,8.5,70,Chuyên ngành,Có,Tự luận,Không,Không,66,Không,Có,Không
Nguyễn Gia Phúc,226A010749,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,70,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,11,Có,Có,Có
Bùi Anh Quân,226A010750,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 2,0,16,6.5,70,Đại cương,Không,Trắc nghiệm,Không,Không,91,Không,Không,Không
Đặng Hữu Quân,226A010751,Cơ khí,Tự động hoá,226A005,Pháp luật đại cương - Nhóm 2,61,100,10.0,100,Đại cương,Không,Trắc nghiệm,Không,Không,16,Có,Có,Không
Nguyễn Gia Phúc,226A010752,Cơ khí,Tự động hoá,226A005,Kỹ năng giao tiếp - Nhóm 2,37,66,6.3,45,Đại cương,Có,Tự luận,Có,Có,22,Không,Có,Có
Hoàng Văn Bình,226A010753,Kỹ thuật điện,Điện dân dụng,226A005,Kỹ năng giao tiếp - Nhóm 2,56,75,5.5,50,Đại cương,Có,Trắc nghiệm,Không,Không,41,Không,Có,Có
Võ Quang Long,226A010754,Kỹ thuật điện,Điện dân dụng,226A005,An toàn điện - Nhóm 1,79,100,8.5,100,Chuyên ngành,Có,Tự luận,Không,Không,25,Không,Không,Có
Võ Văn Hưng,226A010755,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,84,100,6.8,100,Chuyên ngành,Không,Tự luận,Không,Không,22,Có,Có,Không
Lê Thành Cường,226A010756,Kỹ thuật điện,Điện công nghiệp,226A005,Truyền động điện - Nhóm 1,26,33,7.0,40,Chuyên ngành,Có,Trắc nghiệm,Không,Không,50,Không,Có,Không
Nguyễn Anh Phúc,226A010757,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 2,64,100,9.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Có,Có,Có
Nguyễn Quang Long,226A010758,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,76,58,4.3,100,Chuyên ngành,Có,Tự luận,Có,Không,50,Có,Không,Không
Nguyễn Quang Tùng,226A010759,Ngoại ngữ,Ngôn ngữ Trung,226A004,Triết học Mác - Lênin - Nhóm 2,34,100,1.8,45,Đại cương,Không,Tự luận,Không,Không,50,Có,Không,Không
Nguyễn Minh Long,226A010760,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 2,9,25,0.0,35,Đại cương,Không,Tự luận,Không,Không,66,Không,Không,Có
Trần Hữu Hải,226A010761,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,10,0,2.8,60,Chuyên ngành,Có,Trắc nghiệm,Không,Không,58,Không,Không,Có
Hoàng Thành Bình,226A010762,Kỹ thuật điện,Điện dân dụng,226A005,An toàn điện - Nhóm 1,75,100,8.3,100,Chuyên ngành,Không,Tự luận,Không,Không,0,Có,Có,Có
Nguyễn Hữu Quân,226A010763,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,62,100,8.5,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Nguyễn Thái An,226A010764,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,71,100,8.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Không,Có
Phạm Thái Dũng,226A010765,Công nghệ thông tin,An toàn thông tin,226A002,Pháp luật đại cương - Nhóm 2,74,100,8.0,100,Đại cương,Không,Tự luận,Không,Không,16,Có,Có,Có
Đặng Anh Tùng,226A010766,Kỹ thuật điện,Điện công nghiệp,226A005,Toán cao cấp - Nhóm 2,61,100,9.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Không,Có,Có
Đặng Đức Cường,226A010767,Cơ khí,Chế tạo máy,226A005,Pháp luật đại cương - Nhóm 2,25,16,7.5,65,Đại cương,Không,Tự luận,Không,Không,33,Có,Có,Có
Phạm Thành Quân,226A010768,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,100,41,2.0,100,Chuyên ngành,Không,Tự luận,Có,Không,16,Không,Có,Có
Bùi Quang Long,226A010769,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 2,22,33,6.0,50,Đại cương,Có,Trắc nghiệm,Không,Không,33,Không,Không,Không
Nguyễn Anh Khang,226A010770,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,78,100,9.5,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Có,Không,Không
Trần Ngọc Khang,226A010771,Ngoại ngữ,Ngôn ngữ Trung,226A004,Pháp luật đại cương - Nhóm 2,54,100,5.8,40,Đại cương,Có,Tự luận,Không,Không,16,Không,Có,Không
Lê Anh Hưng,226A010772,Cơ khí,Tự động hoá,226A005,Triết học Mác - Lênin - Nhóm 2,61,100,8.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Có,Không,Có
Võ Anh Vinh,226A010773,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 2,82,100,8.5,100,Đại cương,Có,Tự luận,Không,Không,8,Có,Không,Không
Hoàng Anh Vinh,226A010774,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,53,77,7.0,45,Chuyên ngành,Không,Trắc nghiệm,Không,Không,88,Không,Không,Có
Bùi Thái Nam,226A010775,Cơ khí,Tự động hoá,226A005,Hệ thống nhúng - Nhóm 1,56,100,9.0,70,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Không,Có
Lê Thái Tùng,226A010776,Cơ khí,Chế tạo máy,226A005,Pháp luật đại cương - Nhóm 2,70,66,4.8,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Có,Không
Đặng Minh Nam,226A010777,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,73,100,8.0,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,0,Có,Không,Có
Trần Hữu Bình,226A010778,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,23,50,5.3,70,Chuyên ngành,Không,Tự luận,Không,Không,33,Có,Có,Có
Bùi Thành An,226A010779,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 2,7,41,6.3,60,Đại cương,Có,Tự luận,Không,Không,25,Không,Có,Không
Đặng Văn Hưng,226A010780,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,79,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Đỗ Minh Dũng,226A010781,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 2,71,100,9.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,22,Không,Có,Có
Huỳnh Văn Vinh,226A010782,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,77,100,8.3,100,Chuyên ngành,Có,Tự luận,Có,Không,16,Có,Không,Không
Bùi Văn Cường,226A010783,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,53,11,3.3,80,Chuyên ngành,Không,Trắc nghiệm,Có,Không,100,Có,Có,Có
Huỳnh Văn An,226A010784,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,78,100,10.0,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,16,Không,Có,Có
Huỳnh Quang Long,226A010785,Ngoại ngữ,Ngôn ngữ Trung,226A004,Pháp luật đại cương - Nhóm 2,90,100,9.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,22,Có,Có,Có
Lê Thành Quân,226A010786,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 2,88,100,8.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,22,Có,Có,Không
Đặng Thái Bình,226A010787,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 2,16,33,6.8,35,Đại cương,Có,Tự luận,Không,Không,100,Không,Không,Không
Đặng Đức Phúc,226A010788,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,71,100,8.0,100,Chuyên ngành,Không,Trắc nghiệm,Có,Không,0,Có,Không,Không
Lê Thành Tùng,226A010789,Công nghệ thông tin,An toàn thông tin,226A002,Vật lý đại cương - Nhóm 2,76,100,9.0,100,Đại cương,Không,Trắc nghiệm,Không,Không,8,Có,Không,Có
Đặng Đức Bình,226A010790,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,88,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Có,Có,16,Có,Có,Có
Đỗ Văn Long,226A010791,Công nghệ thông tin,An toàn thông tin,226A002,Mật mã học - Nhóm 1,80,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Nguyễn Hữu Vinh,226A010792,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,66,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Có,Không,Không
Đỗ Văn Hải,226A010793,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 2,82,100,9.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,8,Có,Không,Có
Đặng Quang Hưng,226A010794,Cơ khí,Tự động hoá,226A005,Triết học Mác - Lênin - Nhóm 2,5,0,5.0,20,Đại cương,Không,Tự luận,Không,Không,25,Có,Không,Có
Nguyễn Đức Vinh,226A010795,Ngoại ngữ,Ngôn ngữ Trung,226A004,Hán tự cơ bản - Nhóm 1,78,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Có,Có,Có
Hoàng Đức Long,226A010796,Kỹ thuật điện,Điện dân dụng,226A005,Pháp luật đại cương - Nhóm 2,46,41,5.8,35,Đại cương,Có,Trắc nghiệm,Không,Không,100,Không,Có,Có
Đỗ Hữu Hưng,226A010797,Cơ khí,Tự động hoá,226A005,Vật lý đại cương - Nhóm 2,1,16,6.0,40,Đại cương,Không,Trắc nghiệm,Không,Không,100,Có,Có,Không
Võ Hữu Quân,226A010798,Ngoại ngữ,Ngôn ngữ Trung,226A004,Triết học Mác - Lênin - Nhóm 2,16,16,7.0,35,Đại cương,Không,Trắc nghiệm,Không,Không,100,Không,Không,Có
Võ Thái Dũng,226A010799,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 2,67,100,9.3,100,Đại cương,Không,Trắc nghiệm,Không,Không,0,Có,Không,Không
Nguyễn Quang Sơn,226A010800,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,84,100,8.0,100,Chuyên ngành,Có,Trắc nghiệm,Có,Không,16,Có,Không,Không
Lê Ngọc Cường,226A010801,Công nghệ thông tin,An toàn thông tin,226A002,Pháp lý ATTT - Nhóm 1,67,100,8.3,100,Chuyên ngành,Có,Tự luận,Có,Không,16,Không,Có,Không
Phạm Gia Phúc,226A010802,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 2,75,77,7.3,100,Đại cương,Không,Trắc nghiệm,Không,Không,11,Có,Không,Không
Đặng Minh Phúc,226A010803,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,39,100,10.0,70,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Có
Huỳnh Gia An,226A010804,Cơ khí,Tự động hoá,226A005,Vật lý đại cương - Nhóm 2,71,100,9.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,8,Có,Không,Không
Võ Văn Sơn,226A010805,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,86,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Có
